klm;woj;wojewodztwo;trb;zut;d21;d32;d345;d347;d348;d36;d38;d61;d63;los;dochg;wydg
1;30;wielkopolskie;8;1;2;1;1;1;1;42;2;3;3;5;2 807,05;1 633,56
1;30;wielkopolskie;3;1;1;1;1;1;1;60;3;3;4;4;3 430,00;3 783,47
1;30;wielkopolskie;2;1;2;1;1;1;1;47;2;3;3;3;2 829,15;1 900,53
1;30;wielkopolskie;3;4;2;1;1;1;1;58;3;4;3;4;3 427,00;2 249,93
1;30;wielkopolskie;11;5;2;1;1;1;1;44;2;4;3;1;1 499,24;2 793,65
1;30;wielkopolskie;1;1;1;1;1;1;1;41;2;3;3;2;2 400,00;1 406,17
1;30;wielkopolskie;8;1;2;1;1;1;1;60;3;1;6;4;11 114,90;5 666,94
1;30;wielkopolskie;1;4;2;1;1;1;1;43;2;3;3;2;3 737,24;2 145,87
1;30;wielkopolskie;2;6;2;1;1;1;1;42;2;4;2;3;1 493,79;2 027,37
1;30;wielkopolskie;11;6;2;1;1;1;1;41;2;3;3;1;1 502,20;1 132,25
1;30;wielkopolskie;2;1;2;1;1;1;1;58;3;3;3;3;1 650,00;2 172,23
1;30;wielkopolskie;8;5;2;1;1;1;1;57;3;3;3;4;2 650,96;1 949,17
1;30;wielkopolskie;1;1;2;1;1;1;1;42;2;3;4;2;5 139,00;3 671,13
1;30;wielkopolskie;1;1;1;1;1;1;1;49;2;3;3;2;2 870,76;2 873,75
1;30;wielkopolskie;3;4;2;1;1;1;1;56;3;3;4;4;2 800,00;3 229,81
1;30;wielkopolskie;4;7;2;1;1;1;2;48;2;5;1;5;343,6;402,76
1;30;wielkopolskie;11;6;2;1;1;1;1;49;2;5;1;1;481;488,5
1;30;wielkopolskie;1;6;1;1;1;1;1;48;2;4;3;2;2 000,00;814,94
1;30;wielkopolskie;9;1;2;1;1;1;1;77;3;3;4;3;2 890,00;2 367,24
1;30;wielkopolskie;3;1;2;1;1;1;1;54;3;4;4;4;4 427,50;4 084,45
1;30;wielkopolskie;2;1;2;1;1;1;1;48;2;3;3;3;4 082,46;2 543,41
1;30;wielkopolskie;8;1;2;1;1;1;1;76;3;2;4;6;5 591,74;2 727,72
1;30;wielkopolskie;12;4;2;1;1;1;1;48;2;4;2;2;2 100,00;8 951,45
1;30;wielkopolskie;3;1;2;1;1;1;1;49;2;3;3;4;1 200,00;2 003,46
1;30;wielkopolskie;2;1;2;1;1;1;1;49;2;3;3;3;2 227,50;1 797,49
1;30;wielkopolskie;8;1;2;1;1;1;1;72;3;3;3;5;2 783,41;2 735,91
1;30;wielkopolskie;3;1;2;1;1;1;1;48;2;3;3;4;4 811,00;3 055,65
1;30;wielkopolskie;8;1;2;1;1;1;1;49;2;3;3;4;2 881,70;1 465,41
1;30;wielkopolskie;3;1;2;1;1;1;1;48;2;4;2;4;1 796,25;1 937,38
1;30;wielkopolskie;3;1;2;1;1;1;1;48;2;4;2;4;1 628,30;1 336,55
1;30;wielkopolskie;3;4;2;1;1;1;1;49;2;3;4;4;3 493,72;3 153,65
1;30;wielkopolskie;3;5;2;1;1;1;1;48;2;3;3;4;2 775,00;1 506,82
1;30;wielkopolskie;3;4;2;1;1;1;1;79;2;2;5;4;4 826,00;2 408,30
1;30;wielkopolskie;1;6;2;1;1;1;1;73;4;3;3;2;1 550,00;1 800,56
1;30;wielkopolskie;3;1;2;1;1;1;1;48;2;3;3;4;1 810,90;1 996,72
1;30;wielkopolskie;12;4;2;1;1;1;1;65;3;3;4;3;2 392,36;3 083,94
1;30;wielkopolskie;11;1;2;1;1;1;2;48;2;5;1;1;140;760,42
1;30;wielkopolskie;1;5;2;1;1;1;1;38;2;4;3;2;2 318,00;936,04
1;30;wielkopolskie;2;1;2;1;1;1;1;38;2;5;5;3;1 475,76;1 430,55
1;30;wielkopolskie;3;1;2;1;1;1;1;50;2;3;3;4;2 064,50;1 927,04
1;30;wielkopolskie;9;5;2;1;1;1;1;49;2;4;1;3;3 137,44;2 986,38
1;30;wielkopolskie;11;1;2;1;1;1;1;30;2;3;4;1;1 561,00;1 510,41
1;30;wielkopolskie;2;1;2;1;1;1;1;49;2;3;3;3;2 651,00;2 069,23
1;30;wielkopolskie;8;4;2;1;1;1;2;48;2;3;3;4;3 113,20;2 978,67
1;30;wielkopolskie;12;5;2;1;1;1;1;78;3;2;6;3;5 440,91;5 834,95
1;30;wielkopolskie;11;7;2;1;1;1;1;16;1;3;3;1;1 606,69;1 690,76
1;30;wielkopolskie;3;1;2;1;1;1;1;49;2;3;3;4;3 400,00;3 603,75
1;30;wielkopolskie;12;1;2;1;1;1;1;38;2;3;1;3;1 562,30;1 527,46
1;30;wielkopolskie;12;5;2;1;1;1;1;38;2;3;4;3;3 640,50;2 742,96
1;30;wielkopolskie;1;5;2;1;1;1;1;38;2;2;5;2;2 069,36;1 533,61
1;30;wielkopolskie;11;6;2;1;1;1;1;38;2;3;2;1;1 438,90;1 173,77
1;30;wielkopolskie;2;5;2;1;1;1;1;75;3;1;6;3;5 437,44;8 926,43
1;30;wielkopolskie;3;1;2;1;1;1;2;49;2;3;3;4;1 492,06;1 417,16
1;30;wielkopolskie;8;1;2;1;1;1;1;38;2;3;1;4;3 200,00;2 328,46
1;30;wielkopolskie;3;1;2;1;1;1;1;59;3;5;1;4;1 466,70;2 631,78
1;30;wielkopolskie;6;1;2;1;1;1;1;59;3;3;2;2;3 000,00;3 600,65
1;30;wielkopolskie;2;1;2;1;1;1;1;62;3;3;3;3;2 624,00;3 504,40
1;30;wielkopolskie;12;1;2;1;1;1;1;58;3;3;3;4;2 330,50;1 624,09
1;30;wielkopolskie;1;5;2;1;1;1;1;37;2;2;4;2;2 502,94;2 603,55
1;30;wielkopolskie;11;5;2;1;1;1;1;37;2;3;3;1;930,01;494,35
1;30;wielkopolskie;2;4;2;1;1;1;1;49;2;1;5;3;6 256,00;4 078,73
1;30;wielkopolskie;12;6;2;1;1;1;1;38;2;5;2;4;2 602,30;1 714,36
1;30;wielkopolskie;11;5;2;1;1;1;1;48;3;4;1;1;850;608,82
1;30;wielkopolskie;12;7;2;1;1;1;1;38;2;5;1;4;2 130,00;1 521,17
1;30;wielkopolskie;11;7;2;1;1;1;1;26;1;5;1;1;549;488,44
1;30;wielkopolskie;11;7;2;1;1;1;2;18;1;3;3;1;3 057,00;2 985,36
1;30;wielkopolskie;11;7;2;1;1;1;2;20;1;3;3;1;2 770,00;2 604,36
1;30;wielkopolskie;6;1;2;1;1;1;1;48;3;3;3;2;3 045,00;2 105,88
1;30;wielkopolskie;11;6;2;1;1;1;1;48;3;5;1;1;753,5;734,18
1;30;wielkopolskie;4;1;2;1;1;1;1;38;2;5;1;5;1 462,60;1 672,61
1;30;wielkopolskie;1;6;2;1;1;1;1;38;2;4;3;2;1 600,00;995,02
1;30;wielkopolskie;1;5;1;1;1;1;1;34;2;3;3;2;1 892,00;1 362,53
1;30;wielkopolskie;1;1;2;1;1;1;1;14;1;3;3;2;1 950,50;2 491,74
1;30;wielkopolskie;3;1;2;1;1;1;1;38;2;4;2;4;1 355,00;1 527,15
1;30;wielkopolskie;3;1;2;1;1;1;1;48;3;3;3;4;3 960,00;3 681,88
1;30;wielkopolskie;11;5;2;1;1;1;1;48;3;4;3;1;1 261,42;862,33
1;30;wielkopolskie;1;7;2;1;1;1;1;31;1;4;2;2;850;933,68
1;30;wielkopolskie;11;5;2;1;1;1;1;48;3;4;3;1;1 155,79;2 697,91
1;30;wielkopolskie;12;1;2;1;1;1;1;48;3;3;4;3;2 565,00;2 934,15
1;30;wielkopolskie;3;4;2;1;1;1;1;38;2;3;4;4;5 345,50;3 733,45
1;30;wielkopolskie;2;4;2;1;1;1;1;48;3;2;4;3;8 520,00;8 172,67
1;30;wielkopolskie;1;5;2;1;1;1;1;38;3;3;3;2;3 775,49;2 444,09
1;30;wielkopolskie;1;7;2;1;1;1;1;38;3;4;2;2;1 715,50;1 422,40
1;30;wielkopolskie;3;1;2;1;1;1;1;48;3;4;2;4;2 750,82;2 614,56
1;30;wielkopolskie;1;1;2;1;1;1;1;48;3;3;3;2;4 150,00;4 062,45
1;30;wielkopolskie;11;6;2;1;1;1;1;48;3;4;2;1;1 098,26;1 035,67
1;30;wielkopolskie;11;6;2;1;1;1;1;48;3;4;2;1;1 648,59;1 153,80
1;30;wielkopolskie;12;7;2;1;1;1;1;50;2;4;2;3;1 331,50;1 077,58
1;30;wielkopolskie;4;1;2;1;1;1;1;64;3;5;1;5;1 875,60;1 925,41
1;30;wielkopolskie;8;1;2;1;1;1;1;64;3;3;3;4;4 780,00;3 187,64
1;30;wielkopolskie;6;1;2;1;1;1;1;50;2;4;2;2;1 319,00;1 454,19
1;30;wielkopolskie;6;7;2;1;1;1;1;64;3;4;1;2;1 187,50;1 072,30
1;30;wielkopolskie;1;1;2;1;1;1;2;32;1;3;3;2;3 934,00;3 233,14
1;30;wielkopolskie;4;1;2;1;1;1;1;64;3;5;1;5;1 366,00;1 174,25
1;30;wielkopolskie;12;1;2;1;1;1;1;64;3;4;3;3;2 360,00;1 899,71
1;30;wielkopolskie;11;1;2;1;1;1;1;50;2;3;3;1;2 100,00;2 624,34
1;30;wielkopolskie;8;1;2;1;1;1;1;64;3;4;2;5;2 627,50;2 058,95
1;30;wielkopolskie;11;1;2;1;1;1;1;50;2;3;3;1;4 601,94;3 028,41
1;30;wielkopolskie;3;1;2;1;1;1;1;64;3;4;3;4;2 379,08;2 017,28
1;30;wielkopolskie;12;1;2;1;1;1;1;74;4;4;2;5;3 179,00;2 349,35
1;30;wielkopolskie;3;1;2;1;1;1;1;64;3;4;2;4;2 202,00;2 332,25
1;30;wielkopolskie;7;1;2;1;1;1;1;64;3;3;3;2;2 850,00;2 345,64
1;30;wielkopolskie;4;1;2;1;1;1;1;74;4;3;2;5;3 514,60;4 362,38
1;30;wielkopolskie;12;5;2;1;1;1;1;74;4;2;4;3;2 725,11;2 227,59
1;30;wielkopolskie;8;6;2;1;1;1;1;64;3;3;3;5;2 860,00;2 637,75
1;30;wielkopolskie;11;5;2;1;1;1;1;64;3;3;3;1;1 340,28;1 209,96
1;30;wielkopolskie;4;1;2;1;1;1;1;36;2;4;2;5;3 210,40;3 668,12
1;30;wielkopolskie;11;1;2;1;1;1;1;36;2;3;3;1;1 901,40;1 554,01
1;30;wielkopolskie;2;1;2;1;1;1;1;28;1;4;2;3;2 115,00;1 967,07
1;30;wielkopolskie;2;1;2;1;1;1;1;64;3;3;3;3;3 727,50;3 754,21
1;30;wielkopolskie;8;1;2;1;1;1;1;78;4;2;4;5;6 317,10;5 947,35
1;30;wielkopolskie;2;1;2;1;1;1;1;74;3;2;4;3;7 040,00;5 545,23
1;30;wielkopolskie;11;5;2;1;3;1;1;45;2;5;1;1;716;783,69
1;30;wielkopolskie;2;1;2;1;3;1;1;54;2;2;4;3;4 045,50;4 172,69
1;30;wielkopolskie;2;1;2;1;3;1;1;60;3;3;2;3;2 222,50;2 256,09
1;30;wielkopolskie;2;1;2;1;3;1;1;68;3;3;4;3;4 056,19;1 970,30
1;30;wielkopolskie;4;1;2;1;3;1;1;69;3;3;3;5;3 011,28;2 971,31
1;30;wielkopolskie;1;4;2;1;3;1;2;74;3;3;4;2;2 790,41;2 241,58
1;30;wielkopolskie;2;1;2;1;3;1;1;55;2;3;3;3;2 280,00;3 567,69
1;30;wielkopolskie;8;4;2;1;3;1;1;69;3;3;4;4;4 400,00;2 898,73
1;30;wielkopolskie;2;1;2;1;3;1;1;41;1;3;3;3;2 850,00;3 649,31
1;30;wielkopolskie;1;1;2;1;3;1;2;41;1;2;5;2;4 080,00;3 550,76
1;30;wielkopolskie;11;1;2;1;3;1;1;38;1;3;3;1;1 160,00;1 272,46
1;30;wielkopolskie;11;4;2;1;3;1;1;36;1;2;4;1;3 509,55;3 120,39
1;30;wielkopolskie;11;1;2;1;3;1;1;36;1;3;3;1;1 910,00;1 775,90
1;30;wielkopolskie;2;1;2;1;3;1;1;55;2;3;3;3;3 210,00;3 618,06
1;30;wielkopolskie;3;4;2;1;3;1;2;45;2;3;3;4;3 200,00;3 378,64
1;30;wielkopolskie;6;4;2;1;3;1;1;56;2;3;3;2;2 300,00;2 240,45
1;30;wielkopolskie;1;1;2;1;3;1;1;78;3;2;4;2;3 700,00;4 253,44
1;30;wielkopolskie;4;1;2;1;3;1;1;69;3;3;3;5;4 241,46;5 603,57
1;30;wielkopolskie;1;1;2;1;3;1;1;41;1;3;3;2;3 687,18;4 753,73
1;30;wielkopolskie;3;1;2;1;3;1;1;68;3;3;3;4;3 193,25;3 074,98
1;30;wielkopolskie;3;1;2;1;1;2;2;54;3;4;1;4;1 721,00;1 657,57
1;30;wielkopolskie;6;1;2;1;3;1;2;60;2;3;3;2;2 090,00;1 995,27
1;30;wielkopolskie;6;1;2;1;3;1;2;48;1;3;3;2;1 780,00;1 123,84
1;30;wielkopolskie;8;1;2;1;3;1;1;61;2;4;2;4;3 098,70;2 701,05
1;30;wielkopolskie;1;5;2;1;1;1;1;48;3;3;3;2;2 800,00;1 847,96
1;30;wielkopolskie;11;1;2;1;1;1;1;63;3;5;1;1;1 826,21;1 494,75
1;30;wielkopolskie;1;5;1;1;1;1;1;48;3;2;4;2;3 976,00;3 414,39
1;30;wielkopolskie;11;1;2;1;1;1;1;53;2;2;4;1;4 298,64;2 867,49
1;30;wielkopolskie;12;1;2;1;1;1;1;48;3;3;3;3;3 194,90;1 493,69
1;30;wielkopolskie;8;1;2;1;1;1;1;65;3;4;2;4;3 110,00;2 280,05
1;30;wielkopolskie;8;6;2;3;1;2;1;110;4;3;3;4;2 283,70;2 521,92
1;30;wielkopolskie;9;6;2;1;1;1;1;15;1;5;2;3;1 329,88;1 184,43
1;30;wielkopolskie;1;5;2;1;1;1;1;47;3;4;2;2;2 193,30;1 687,06
1;30;wielkopolskie;2;1;2;1;1;1;1;48;2;3;3;3;2 592,50;2 281,38
1;30;wielkopolskie;1;6;2;1;1;1;1;47;3;4;2;2;2 200,00;1 317,32
1;30;wielkopolskie;11;5;2;1;1;1;1;47;3;3;3;1;984,15;888,94
1;30;wielkopolskie;6;1;2;1;1;1;1;48;3;4;2;2;1 188,00;1 405,08
1;30;wielkopolskie;3;1;2;1;1;1;2;47;3;5;1;3;1 100,00;756,22
1;30;wielkopolskie;11;5;2;1;1;1;1;47;3;2;5;1;1 314,27;854,96
1;30;wielkopolskie;11;5;2;1;1;1;1;47;3;4;2;1;841;690,32
1;30;wielkopolskie;8;1;2;1;1;4;1;98;5;3;4;6;4 071,89;3 081,43
1;30;wielkopolskie;12;1;2;1;1;1;1;63;4;3;3;5;3 525,50;3 160,10
1;30;wielkopolskie;1;5;2;1;1;1;1;48;3;3;3;2;2 000,00;1 633,74
1;30;wielkopolskie;11;5;2;1;1;1;1;53;3;3;4;1;1 134,50;975,61
1;30;wielkopolskie;3;1;2;1;1;1;1;64;4;4;2;4;2 127,60;1 847,55
1;30;wielkopolskie;1;5;1;1;1;1;1;48;3;2;5;2;3 684,00;3 116,59
1;30;wielkopolskie;12;5;1;1;1;1;1;64;3;2;5;3;3 342,50;2 361,50
1;30;wielkopolskie;6;1;2;1;1;1;1;64;4;3;3;3;3 380,00;3 117,17
1;30;wielkopolskie;1;6;2;3;1;2;1;120;5;4;2;2;1 655,50;1 736,17
1;30;wielkopolskie;4;4;2;2;1;2;1;240;5;4;2;5;4 167,60;4 982,71
1;30;wielkopolskie;3;1;2;1;1;2;1;116;4;4;2;4;3 034,00;2 960,61
1;30;wielkopolskie;2;1;2;3;1;2;1;80;4;5;1;3;2 748,30;2 696,19
1;30;wielkopolskie;12;1;2;1;3;3;2;60;2;5;1;7;2 226,30;2 643,23
1;30;wielkopolskie;3;4;2;1;1;2;1;90;3;3;4;4;4 200,00;5 882,30
1;30;wielkopolskie;2;1;2;1;1;2;1;55;2;3;4;3;4 216,52;3 919,98
1;30;wielkopolskie;12;5;2;2;1;2;1;110;4;3;4;3;3 278,85;2 555,30
1;30;wielkopolskie;3;1;1;3;1;2;1;110;4;4;3;4;3 461,10;3 847,66
1;30;wielkopolskie;1;5;2;1;1;2;1;50;2;2;4;2;2 864,01;3 118,52
1;30;wielkopolskie;11;1;2;2;1;2;1;100;3;3;2;1;1 300,00;2 084,09
1;30;wielkopolskie;2;1;2;1;1;2;1;75;3;3;3;3;2 500,00;2 615,19
1;30;wielkopolskie;11;5;2;3;1;2;1;35;1;3;4;1;1 030,90;984,18
1;30;wielkopolskie;11;5;2;3;1;2;1;52;2;4;2;1;1 140,60;1 380,15
1;30;wielkopolskie;3;1;2;1;1;2;1;50;2;3;3;4;2 000,00;2 454,88
1;30;wielkopolskie;11;6;2;1;1;2;1;60;2;2;4;1;1 834,90;1 787,91
1;30;wielkopolskie;12;1;2;2;1;2;1;200;5;3;4;4;5 163,00;4 320,95
1;30;wielkopolskie;11;5;1;3;1;2;1;110;7;2;4;1;1 168,00;452,8
1;30;wielkopolskie;1;5;1;3;1;2;1;50;2;2;4;2;2 567,00;2 271,15
1;30;wielkopolskie;3;1;2;3;1;2;1;60;3;4;3;4;3 329,00;3 050,77
1;30;wielkopolskie;12;1;2;3;1;2;1;120;5;3;4;3;2 300,00;1 643,15
1;30;wielkopolskie;2;1;2;2;1;2;1;55;2;4;2;3;1 435,87;1 450,85
1;30;wielkopolskie;1;1;2;3;1;2;1;200;5;2;3;2;2 213,00;2 407,68
1;30;wielkopolskie;2;1;2;3;1;2;1;120;4;1;5;3;23 162,78;8 740,85
1;30;wielkopolskie;12;1;2;3;1;2;1;110;2;3;4;2;6 328,90;5 554,85
1;30;wielkopolskie;11;5;2;1;1;1;1;37;2;5;2;1;769,75;778,28
1;30;wielkopolskie;11;5;2;1;1;1;1;26;1;3;3;1;1 350,00;593,64
1;30;wielkopolskie;8;1;2;1;1;1;1;55;3;5;1;4;2 554,00;1 900,58
1;30;wielkopolskie;1;5;2;1;1;1;1;50;2;2;2;2;2 819,18;2 089,07
1;30;wielkopolskie;2;1;2;1;1;1;1;26;1;3;3;3;2 500,00;1 264,60
1;30;wielkopolskie;11;6;2;1;1;1;1;44;2;3;2;1;747,48;998,86
1;30;wielkopolskie;12;5;2;1;1;1;1;45;3;3;3;3;4 117,00;3 411,97
1;30;wielkopolskie;11;5;2;1;1;1;1;27;1;3;3;1;1 617,00;1 153,63
1;30;wielkopolskie;3;1;2;1;1;1;1;25;1;3;2;4;1 946,60;1 861,56
1;30;wielkopolskie;11;5;2;1;1;1;1;50;2;5;1;1;1 254,09;1 221,06
1;30;wielkopolskie;11;1;2;1;1;1;2;27;1;3;3;1;800;773,01
1;30;wielkopolskie;6;1;2;1;1;1;1;50;2;5;1;2;2 463,00;2 020,83
1;30;wielkopolskie;12;5;2;1;1;1;1;39;2;3;2;3;2 441,51;1 239,06
1;30;wielkopolskie;3;1;2;1;1;1;1;37;1;3;3;4;1 686,36;1 607,55
1;30;wielkopolskie;2;1;2;1;1;1;1;27;1;3;3;3;2 982,70;2 521,57
1;30;wielkopolskie;12;5;2;1;1;1;1;56;2;3;4;3;2 605,57;1 789,59
1;30;wielkopolskie;11;5;2;1;1;1;2;27;1;5;1;1;787,79;715,69
1;30;wielkopolskie;3;1;2;1;1;1;1;44;3;2;4;4;4 491,70;8 152,36
1;30;wielkopolskie;1;1;2;1;1;1;1;45;2;2;4;2;7 068,40;7 157,27
1;30;wielkopolskie;12;5;1;1;1;1;1;46;3;3;3;3;3 453,75;2 971,14
1;30;wielkopolskie;5;1;2;1;1;1;1;52;3;3;3;6;4 886,55;4 071,65
1;30;wielkopolskie;12;5;1;1;1;1;1;46;3;3;3;3;2 850,00;1 883,57
1;30;wielkopolskie;11;6;2;1;1;1;1;52;2;5;2;1;1 182,70;1 239,23
1;30;wielkopolskie;6;1;2;1;1;1;1;37;2;4;3;2;2 663,50;3 625,71
1;30;wielkopolskie;2;7;1;2;1;2;1;120;6;3;4;3;1 748,50;1 871,18
1;30;wielkopolskie;1;5;2;2;1;2;1;120;5;2;5;2;3 600,00;5 347,53
1;30;wielkopolskie;2;1;2;1;2;2;1;49;3;3;3;3;2 220,52;2 163,95
1;30;wielkopolskie;1;5;1;1;1;2;1;60;2;3;3;2;1 815,91;1 909,56
1;30;wielkopolskie;8;1;1;1;2;2;1;54;2;3;3;4;4 890,00;2 687,53
1;30;wielkopolskie;8;1;2;1;2;2;1;119;6;4;3;5;3 355,88;3 555,36
1;30;wielkopolskie;3;1;2;2;1;2;1;120;5;3;4;4;2 101,90;3 625,16
1;30;wielkopolskie;2;1;2;2;1;2;1;100;3;3;4;3;2 557,30;3 724,42
1;30;wielkopolskie;2;1;2;1;2;3;1;36;2;5;1;3;1 452,30;1 661,04
1;30;wielkopolskie;3;1;2;1;2;3;2;42;2;3;3;4;2 492,65;3 257,56
1;30;wielkopolskie;1;5;2;3;2;2;1;34;1;3;4;2;1 900,14;1 430,39
1;30;wielkopolskie;3;1;2;3;2;2;2;34;1;1;6;4;4 024,90;2 513,38
1;30;wielkopolskie;2;1;2;2;1;2;1;115;4;3;3;3;3 261,00;1 626,46
1;30;wielkopolskie;3;4;2;2;1;2;1;115;4;2;5;4;8 000,00;6 478,51
1;30;wielkopolskie;11;1;2;1;2;3;2;48;3;2;3;1;1 440,00;1 009,04
1;30;wielkopolskie;11;5;2;1;1;2;1;62;2;3;2;1;661;909,77
1;30;wielkopolskie;12;7;2;1;2;3;2;24;1;5;1;3;788,5;674,35
1;30;wielkopolskie;1;5;1;2;1;2;1;100;3;3;3;2;2 578,00;1 998,44
1;30;wielkopolskie;3;1;2;2;1;2;1;70;3;5;1;4;3 184,35;2 549,44
1;30;wielkopolskie;8;1;2;1;2;3;1;58;2;5;2;5;2 610,00;2 935,42
1;30;wielkopolskie;11;5;2;1;1;2;1;60;3;4;2;1;1 361,00;1 194,63
1;30;wielkopolskie;3;5;2;2;1;2;1;100;4;5;1;4;1 337,55;1 157,36
1;30;wielkopolskie;5;4;2;1;1;2;1;120;6;2;4;6;3 018,00;2 767,23
1;30;wielkopolskie;10;5;2;1;2;3;1;36;2;3;4;2;1 599,73;1 321,08
1;30;wielkopolskie;3;4;2;2;1;2;1;220;5;3;3;4;6 095,00;6 674,53
1;30;wielkopolskie;8;1;2;3;1;2;1;120;5;4;2;4;4 190,00;4 272,31
2;32;zachodniopomorskie;3;1;2;1;1;1;1;68;3;5;2;4;1 734,34;1 861,79
2;32;zachodniopomorskie;3;6;2;1;1;1;2;22;1;5;1;4;1 010,13;1 488,77
2;32;zachodniopomorskie;2;1;2;1;1;1;1;60;3;3;1;3;3 600,00;3 525,81
2;32;zachodniopomorskie;11;1;2;1;1;1;1;47;2;3;3;1;1 240,00;1 106,48
2;32;zachodniopomorskie;2;1;2;1;1;1;1;48;2;3;3;3;2 177,60;1 351,98
2;32;zachodniopomorskie;1;5;2;1;1;1;1;85;4;2;5;2;2 830,00;3 290,23
2;32;zachodniopomorskie;1;4;2;1;1;1;1;60;3;3;3;2;4 500,00;3 332,81
2;32;zachodniopomorskie;12;1;1;1;1;1;1;60;3;3;2;3;1 712,00;1 912,14
2;32;zachodniopomorskie;1;5;1;1;1;1;1;60;3;3;4;2;2 889,75;2 512,86
2;32;zachodniopomorskie;1;1;1;1;1;1;1;60;3;3;3;2;3 017,00;2 019,54
2;32;zachodniopomorskie;11;7;2;1;1;1;1;46;2;4;1;1;1 010,00;1 315,32
2;32;zachodniopomorskie;12;2;1;1;1;1;1;60;3;4;3;4;3 968,40;2 622,19
2;32;zachodniopomorskie;6;1;2;1;1;1;1;60;3;4;2;3;1 900,95;2 211,17
2;32;zachodniopomorskie;1;5;2;1;1;1;1;48;2;3;3;2;2 980,00;4 061,69
2;32;zachodniopomorskie;12;6;2;1;1;1;1;47;2;5;1;5;2 181,72;2 796,67
2;32;zachodniopomorskie;6;1;2;1;1;1;1;48;2;5;1;2;1 708,40;1 547,67
2;32;zachodniopomorskie;11;1;2;1;1;1;1;60;3;3;4;1;4 000,00;8 954,26
2;32;zachodniopomorskie;12;5;2;1;1;1;1;48;2;5;1;3;2 433,00;1 924,48
2;32;zachodniopomorskie;3;1;1;1;1;1;1;48;2;4;2;4;2 655,72;1 610,68
2;32;zachodniopomorskie;11;6;2;1;1;1;2;12;1;3;3;1;635;328,83
2;32;zachodniopomorskie;1;5;1;1;1;1;1;60;3;3;4;2;4 018,98;2 824,74
2;32;zachodniopomorskie;1;4;2;1;1;1;1;60;3;1;6;2;7 000,00;4 057,57
2;32;zachodniopomorskie;1;4;2;1;1;1;1;60;3;5;1;2;3 613,20;2 842,33
2;32;zachodniopomorskie;11;6;2;1;1;1;1;47;2;3;2;1;782,86;725,07
2;32;zachodniopomorskie;2;4;1;1;1;1;1;49;2;5;1;3;909;2 232,31
2;32;zachodniopomorskie;2;1;2;1;1;4;1;77;3;3;3;3;1 701,67;2 571,75
2;32;zachodniopomorskie;12;5;2;1;1;1;1;41;2;5;2;2;642,96;763,33
2;32;zachodniopomorskie;3;1;2;1;1;4;1;90;3;5;1;4;1 706,50;2 486,92
2;32;zachodniopomorskie;11;5;2;1;1;4;2;31;1;4;2;1;662,75;499,93
2;32;zachodniopomorskie;1;1;2;1;1;3;2;15;1;4;3;2;986;1 368,78
2;32;zachodniopomorskie;3;1;2;1;1;3;2;20;1;3;4;4;1 586,86;1 112,03
2;32;zachodniopomorskie;12;6;2;1;1;3;1;112;3;4;2;5;1 627,51;1 436,48
2;32;zachodniopomorskie;2;1;2;1;1;1;1;47;2;3;3;3;1 655,50;1 579,54
2;32;zachodniopomorskie;1;5;1;1;1;1;1;55;3;1;6;2;3 388,70;2 199,85
2;32;zachodniopomorskie;12;5;1;1;1;1;1;46;2;1;5;3;3 583,89;3 451,04
2;32;zachodniopomorskie;11;5;2;1;1;1;1;36;1;3;3;1;998,1;1 049,27
2;32;zachodniopomorskie;2;1;2;1;1;1;1;79;2;3;3;3;1 890,00;1 410,34
2;32;zachodniopomorskie;12;1;2;1;1;1;2;76;3;3;3;5;3 677,50;2 184,27
2;32;zachodniopomorskie;3;1;2;1;1;3;1;45;2;3;3;4;1 282,15;2 008,39
2;32;zachodniopomorskie;11;1;2;1;1;1;1;38;1;2;5;1;3 316,33;2 341,19
2;32;zachodniopomorskie;11;5;2;1;1;1;1;29;1;3;3;1;864,9;700,75
2;32;zachodniopomorskie;1;1;1;1;1;1;1;24;1;2;5;2;4 184,90;2 270,67
2;32;zachodniopomorskie;3;4;2;1;1;3;1;52;2;4;3;4;1 400,00;970,9
2;32;zachodniopomorskie;12;1;2;1;1;4;1;130;4;1;6;2;4 850,00;5 077,70
2;32;zachodniopomorskie;1;5;2;1;1;1;1;42;2;1;6;2;2 162,95;2 586,36
2;32;zachodniopomorskie;2;1;2;1;1;2;2;63;1;3;3;3;3 100,00;1 350,88
2;32;zachodniopomorskie;9;1;2;1;1;3;1;65;2;3;3;3;1 496,50;1 192,98
2;32;zachodniopomorskie;8;4;2;1;1;1;1;60;2;3;3;6;5 114,54;3 312,96
2;32;zachodniopomorskie;9;1;2;1;1;4;1;42;2;4;3;3;1 420,40;1 438,84
2;32;zachodniopomorskie;11;5;2;1;1;3;1;40;2;5;2;1;865,59;793,41
2;32;zachodniopomorskie;3;5;2;1;1;1;1;69;3;3;3;4;2 865,30;3 457,05
2;32;zachodniopomorskie;6;1;2;1;1;4;1;41;2;5;1;3;1 142,00;1 094,20
2;32;zachodniopomorskie;6;1;2;1;1;4;1;70;3;3;3;2;1 526,80;2 197,60
2;32;zachodniopomorskie;11;5;2;1;1;4;1;60;3;2;4;1;2 089,80;1 183,21
2;32;zachodniopomorskie;1;5;2;1;1;4;1;40;2;2;5;2;3 134,10;2 438,78
2;32;zachodniopomorskie;1;6;2;1;1;1;1;65;3;4;2;2;2 567,40;1 943,96
